1,0,VFL Amsterdam,21,19,1,1,54,:,12,42,58,,Season 61796
2,0,VFL Rome,21,16,1,4,44,:,18,26,49,,Season 61796
3,0,VFL Madrid,21,13,3,5,37,:,25,12,42,,Season 61796
4,-1,VFL Oslo,21,12,2,7,31,:,20,11,38,,Season 61796
5,1,VFL London,21,10,5,6,38,:,24,14,35,,Season 61796
6,-1,VFL Berlin,21,9,4,8,26,:,25,1,31,,Season 61796
7,1,VFL Stockholm,21,9,4,8,25,:,24,1,31,,Season 61796
8,0,VFL Lisbon,21,8,5,8,23,:,31,-8,29,,Season 61796
9,0,VFL Brussels,21,7,7,7,19,:,25,-6,28,,Season 61796
10,-1,VFL Athens,21,7,4,10,20,:,30,-10,25,,Season 61796
11,1,VFL Paris,21,6,6,9,30,:,30,0,24,,Season 61796
12,0,VFL Ankara,21,6,5,10,24,:,30,-6,23,,Season 61796
13,-1,VFL Copenhagen,21,6,2,13,18,:,31,-13,20,,Season 61796
14,1,VFL Bern,21,5,4,12,14,:,27,-13,19,,Season 61796
15,0,VFL Edinburgh,21,5,2,14,20,:,38,-18,17,,Season 61796
16,0,VFL Vienna,21,2,1,18,16,:,49,-33,7,,Season 61796
