Sun 17:50,VFL OSLO  VFL STOCKHOLM,-:-,1.55,4.50,5.50,+40,
Final result  1  1.55  X  4.50  2  5.50  First half  1  1.85  X  2.95  2  4.85  Total goals (1.5)  over  1.16  under  4.65  Total goals (2.5)  over  1.55  under  2.30  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  2.40  X  3.80  2  2.50  Full time result including handicap (0:2)  1  4.45  X  4.75  2  1.55  Full time result including handicap (1:0)  1  1.15  X  6.75  2  16.75  First to score (0:0)  1  1.45  X  26.00  2  2.85  Correct result  0:0  26.00  1:0  9.50  2:0  9.75  3:0  11.75  0:1  24.00  1:1  8.50  2:1  8.75  3:1  12.50  0:2  46.00  1:2  16.00  2:2  16.50  3:2  27.00  0:3  200.00  1:3  72.00  2:3  40.00  3:3  175.00  other  6.00,Final result  1  1.55  X  4.50  2  5.50  First half  1  1.85  X  2.95  2  4.85  Total goals (1.5)  over  1.16  under  4.65  Total goals (2.5)  over  1.55  under  2.30  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  2.40  X  3.80  2  2.50  Full time result including handicap (0:2)  1  4.45  X  4.75  2  1.55  Full time result including handicap (1:0)  1  1.15  X  6.75  2  16.75  First to score (0:0)  1  1.45  X  26.00  2  2.85  Correct result  0:0  26.00  1:0  9.50  2:0  9.75  3:0  11.75  0:1  24.00  1:1  8.50  2:1  8.75  3:1  12.50  0:2  46.00  1:2  16.00  2:2  16.50  3:2  27.00  0:3  200.00  1:3  72.00  2:3  40.00  3:3  175.00  other  6.00,Final result  1  1.55  X  4.50  2  5.50  First half  1  1.85  X  2.95  2  4.85  Total goals (1.5)  over  1.16  under  4.65  Total goals (2.5)  over  1.55  under  2.30  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  2.40  X  3.80  2  2.50  Full time result including handicap (0:2)  1  4.45  X  4.75  2  1.55  Full time result including handicap (1:0)  1  1.15  X  6.75  2  16.75  First to score (0:0)  1  1.45  X  26.00  2  2.85  Correct result  0:0  26.00  1:0  9.50  2:0  9.75  3:0  11.75  0:1  24.00  1:1  8.50  2:1  8.75  3:1  12.50  0:2  46.00  1:2  16.00  2:2  16.50  3:2  27.00  0:3  200.00  1:3  72.00  2:3  40.00  3:3  175.00  other  6.00,Final result  1  1.55  X  4.50  2  5.50  First half  1  1.85  X  2.95  2  4.85  Total goals (1.5)  over  1.16  under  4.65  Total goals (2.5)  over  1.55  under  2.30  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  2.40  X  3.80  2  2.50  Full time result including handicap (0:2)  1  4.45  X  4.75  2  1.55  Full time result including handicap (1:0)  1  1.15  X  6.75  2  16.75  First to score (0:0)  1  1.45  X  26.00  2  2.85  Correct result  0:0  26.00  1:0  9.50  2:0  9.75  3:0  11.75  0:1  24.00  1:1  8.50  2:1  8.75  3:1  12.50  0:2  46.00  1:2  16.00  2:2  16.50  3:2  27.00  0:3  200.00  1:3  72.00  2:3  40.00  3:3  175.00  other  6.00,Final result  1  1.55  X  4.50  2  5.50  First half  1  1.85  X  2.95  2  4.85  Total goals (1.5)  over  1.16  under  4.65  Total goals (2.5)  over  1.55  under  2.30  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  2.40  X  3.80  2  2.50  Full time result including handicap (0:2)  1  4.45  X  4.75  2  1.55  Full time result including handicap (1:0)  1  1.15  X  6.75  2  16.75  First to score (0:0)  1  1.45  X  26.00  2  2.85  Correct result  0:0  26.00  1:0  9.50  2:0  9.75  3:0  11.75  0:1  24.00  1:1  8.50  2:1  8.75  3:1  12.50  0:2  46.00  1:2  16.00  2:2  16.50  3:2  27.00  0:3  200.00  1:3  72.00  2:3  40.00  3:3  175.00  other  6.00,Final result  1  1.55  X  4.50  2  5.50  First half  1  1.85  X  2.95  2  4.85  Total goals (1.5)  over  1.16  under  4.65  Total goals (2.5)  over  1.55  under  2.30  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  2.40  X  3.80  2  2.50  Full time result including handicap (0:2)  1  4.45  X  4.75  2  1.55  Full time result including handicap (1:0)  1  1.15  X  6.75  2  16.75  First to score (0:0)  1  1.45  X  26.00  2  2.85  Correct result  0:0  26.00  1:0  9.50  2:0  9.75  3:0  11.75  0:1  24.00  1:1  8.50  2:1  8.75  3:1  12.50  0:2  46.00  1:2  16.00  2:2  16.50  3:2  27.00  0:3  200.00  1:3  72.00  2:3  40.00  3:3  175.00  other  6.00,Final result  1  1.55  X  4.50  2  5.50  First half  1  1.85  X  2.95  2  4.85  Total goals (1.5)  over  1.16  under  4.65  Total goals (2.5)  over  1.55  under  2.30  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  2.40  X  3.80  2  2.50  Full time result including handicap (0:2)  1  4.45  X  4.75  2  1.55  Full time result including handicap (1:0)  1  1.15  X  6.75  2  16.75  First to score (0:0)  1  1.45  X  26.00  2  2.85  Correct result  0:0  26.00  1:0  9.50  2:0  9.75  3:0  11.75  0:1  24.00  1:1  8.50  2:1  8.75  3:1  12.50  0:2  46.00  1:2  16.00  2:2  16.50  3:2  27.00  0:3  200.00  1:3  72.00  2:3  40.00  3:3  175.00  other  6.00,Final result  1  1.55  X  4.50  2  5.50  First half  1  1.85  X  2.95  2  4.85  Total goals (1.5)  over  1.16  under  4.65  Total goals (2.5)  over  1.55  under  2.30  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  2.40  X  3.80  2  2.50  Full time result including handicap (0:2)  1  4.45  X  4.75  2  1.55  Full time result including handicap (1:0)  1  1.15  X  6.75  2  16.75  First to score (0:0)  1  1.45  X  26.00  2  2.85  Correct result  0:0  26.00  1:0  9.50  2:0  9.75  3:0  11.75  0:1  24.00  1:1  8.50  2:1  8.75  3:1  12.50  0:2  46.00  1:2  16.00  2:2  16.50  3:2  27.00  0:3  200.00  1:3  72.00  2:3  40.00  3:3  175.00  other  6.00
Sun 17:50,VFL LONDON  VFL ROME,-:-,1.85,3.90,4.00,+40,
Final result  1  1.85  X  3.90  2  4.00  First half  1  2.20  X  2.50  2  4.40  Total goals (1.5)  over  1.20  under  4.00  Total goals (2.5)  over  1.65  under  2.10  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  3.05  X  4.10  2  1.95  Full time result including handicap (0:2)  1  7.50  X  4.70  2  1.35  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.00  First to score (0:0)  1  1.55  X  18.00  2  2.60  Correct result  0:0  18.00  1:0  9.50  2:0  10.50  3:0  19.25  0:1  16.00  1:1  9.00  2:1  10.25  3:1  11.50  0:2  25.00  1:2  16.50  2:2  15.25  3:2  32.00  0:3  86.00  1:3  34.00  2:3  30.00  3:3  35.00  other  8.75,Final result  1  1.85  X  3.90  2  4.00  First half  1  2.20  X  2.50  2  4.40  Total goals (1.5)  over  1.20  under  4.00  Total goals (2.5)  over  1.65  under  2.10  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  3.05  X  4.10  2  1.95  Full time result including handicap (0:2)  1  7.50  X  4.70  2  1.35  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.00  First to score (0:0)  1  1.55  X  18.00  2  2.60  Correct result  0:0  18.00  1:0  9.50  2:0  10.50  3:0  19.25  0:1  16.00  1:1  9.00  2:1  10.25  3:1  11.50  0:2  25.00  1:2  16.50  2:2  15.25  3:2  32.00  0:3  86.00  1:3  34.00  2:3  30.00  3:3  35.00  other  8.75,Final result  1  1.85  X  3.90  2  4.00  First half  1  2.20  X  2.50  2  4.40  Total goals (1.5)  over  1.20  under  4.00  Total goals (2.5)  over  1.65  under  2.10  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  3.05  X  4.10  2  1.95  Full time result including handicap (0:2)  1  7.50  X  4.70  2  1.35  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.00  First to score (0:0)  1  1.55  X  18.00  2  2.60  Correct result  0:0  18.00  1:0  9.50  2:0  10.50  3:0  19.25  0:1  16.00  1:1  9.00  2:1  10.25  3:1  11.50  0:2  25.00  1:2  16.50  2:2  15.25  3:2  32.00  0:3  86.00  1:3  34.00  2:3  30.00  3:3  35.00  other  8.75,Final result  1  1.85  X  3.90  2  4.00  First half  1  2.20  X  2.50  2  4.40  Total goals (1.5)  over  1.20  under  4.00  Total goals (2.5)  over  1.65  under  2.10  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  3.05  X  4.10  2  1.95  Full time result including handicap (0:2)  1  7.50  X  4.70  2  1.35  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.00  First to score (0:0)  1  1.55  X  18.00  2  2.60  Correct result  0:0  18.00  1:0  9.50  2:0  10.50  3:0  19.25  0:1  16.00  1:1  9.00  2:1  10.25  3:1  11.50  0:2  25.00  1:2  16.50  2:2  15.25  3:2  32.00  0:3  86.00  1:3  34.00  2:3  30.00  3:3  35.00  other  8.75,Final result  1  1.85  X  3.90  2  4.00  First half  1  2.20  X  2.50  2  4.40  Total goals (1.5)  over  1.20  under  4.00  Total goals (2.5)  over  1.65  under  2.10  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  3.05  X  4.10  2  1.95  Full time result including handicap (0:2)  1  7.50  X  4.70  2  1.35  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.00  First to score (0:0)  1  1.55  X  18.00  2  2.60  Correct result  0:0  18.00  1:0  9.50  2:0  10.50  3:0  19.25  0:1  16.00  1:1  9.00  2:1  10.25  3:1  11.50  0:2  25.00  1:2  16.50  2:2  15.25  3:2  32.00  0:3  86.00  1:3  34.00  2:3  30.00  3:3  35.00  other  8.75,Final result  1  1.85  X  3.90  2  4.00  First half  1  2.20  X  2.50  2  4.40  Total goals (1.5)  over  1.20  under  4.00  Total goals (2.5)  over  1.65  under  2.10  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  3.05  X  4.10  2  1.95  Full time result including handicap (0:2)  1  7.50  X  4.70  2  1.35  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.00  First to score (0:0)  1  1.55  X  18.00  2  2.60  Correct result  0:0  18.00  1:0  9.50  2:0  10.50  3:0  19.25  0:1  16.00  1:1  9.00  2:1  10.25  3:1  11.50  0:2  25.00  1:2  16.50  2:2  15.25  3:2  32.00  0:3  86.00  1:3  34.00  2:3  30.00  3:3  35.00  other  8.75,Final result  1  1.85  X  3.90  2  4.00  First half  1  2.20  X  2.50  2  4.40  Total goals (1.5)  over  1.20  under  4.00  Total goals (2.5)  over  1.65  under  2.10  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  3.05  X  4.10  2  1.95  Full time result including handicap (0:2)  1  7.50  X  4.70  2  1.35  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.00  First to score (0:0)  1  1.55  X  18.00  2  2.60  Correct result  0:0  18.00  1:0  9.50  2:0  10.50  3:0  19.25  0:1  16.00  1:1  9.00  2:1  10.25  3:1  11.50  0:2  25.00  1:2  16.50  2:2  15.25  3:2  32.00  0:3  86.00  1:3  34.00  2:3  30.00  3:3  35.00  other  8.75,Final result  1  1.85  X  3.90  2  4.00  First half  1  2.20  X  2.50  2  4.40  Total goals (1.5)  over  1.20  under  4.00  Total goals (2.5)  over  1.65  under  2.10  Total goals (3.5)  over  2.50  under  1.45  Full time result including handicap (0:1)  1  3.05  X  4.10  2  1.95  Full time result including handicap (0:2)  1  7.50  X  4.70  2  1.35  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.00  First to score (0:0)  1  1.55  X  18.00  2  2.60  Correct result  0:0  18.00  1:0  9.50  2:0  10.50  3:0  19.25  0:1  16.00  1:1  9.00  2:1  10.25  3:1  11.50  0:2  25.00  1:2  16.50  2:2  15.25  3:2  32.00  0:3  86.00  1:3  34.00  2:3  30.00  3:3  35.00  other  8.75
Sun 17:50,VFL COPENHAGEN  VFL EDINBURGH,-:-,2.05,3.15,4.00,+40,
Final result  1  2.05  X  3.15  2  4.00  First half  1  2.65  X  2.05  2  4.60  Total goals (1.5)  over  1.50  under  2.35  Total goals (2.5)  over  2.60  under  1.45  Total goals (3.5)  over  5.25  under  1.12  Full time result including handicap (0:1)  1  4.80  X  3.30  2  1.75  Full time result including handicap (0:2)  1  11.50  X  6.75  2  1.18  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.75  First to score (0:0)  1  1.80  X  8.00  2  2.55  Correct result  0:0  8.00  1:0  5.25  2:0  10.25  3:0  26.00  0:1  10.50  1:1  6.50  2:1  10.50  3:1  35.00  0:2  19.50  1:2  17.00  2:2  23.00  3:2  72.00  0:3  46.00  1:3  76.00  2:3  150.00  3:3  300.00  other  21.00,Final result  1  2.05  X  3.15  2  4.00  First half  1  2.65  X  2.05  2  4.60  Total goals (1.5)  over  1.50  under  2.35  Total goals (2.5)  over  2.60  under  1.45  Total goals (3.5)  over  5.25  under  1.12  Full time result including handicap (0:1)  1  4.80  X  3.30  2  1.75  Full time result including handicap (0:2)  1  11.50  X  6.75  2  1.18  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.75  First to score (0:0)  1  1.80  X  8.00  2  2.55  Correct result  0:0  8.00  1:0  5.25  2:0  10.25  3:0  26.00  0:1  10.50  1:1  6.50  2:1  10.50  3:1  35.00  0:2  19.50  1:2  17.00  2:2  23.00  3:2  72.00  0:3  46.00  1:3  76.00  2:3  150.00  3:3  300.00  other  21.00,Final result  1  2.05  X  3.15  2  4.00  First half  1  2.65  X  2.05  2  4.60  Total goals (1.5)  over  1.50  under  2.35  Total goals (2.5)  over  2.60  under  1.45  Total goals (3.5)  over  5.25  under  1.12  Full time result including handicap (0:1)  1  4.80  X  3.30  2  1.75  Full time result including handicap (0:2)  1  11.50  X  6.75  2  1.18  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.75  First to score (0:0)  1  1.80  X  8.00  2  2.55  Correct result  0:0  8.00  1:0  5.25  2:0  10.25  3:0  26.00  0:1  10.50  1:1  6.50  2:1  10.50  3:1  35.00  0:2  19.50  1:2  17.00  2:2  23.00  3:2  72.00  0:3  46.00  1:3  76.00  2:3  150.00  3:3  300.00  other  21.00,Final result  1  2.05  X  3.15  2  4.00  First half  1  2.65  X  2.05  2  4.60  Total goals (1.5)  over  1.50  under  2.35  Total goals (2.5)  over  2.60  under  1.45  Total goals (3.5)  over  5.25  under  1.12  Full time result including handicap (0:1)  1  4.80  X  3.30  2  1.75  Full time result including handicap (0:2)  1  11.50  X  6.75  2  1.18  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.75  First to score (0:0)  1  1.80  X  8.00  2  2.55  Correct result  0:0  8.00  1:0  5.25  2:0  10.25  3:0  26.00  0:1  10.50  1:1  6.50  2:1  10.50  3:1  35.00  0:2  19.50  1:2  17.00  2:2  23.00  3:2  72.00  0:3  46.00  1:3  76.00  2:3  150.00  3:3  300.00  other  21.00,Final result  1  2.05  X  3.15  2  4.00  First half  1  2.65  X  2.05  2  4.60  Total goals (1.5)  over  1.50  under  2.35  Total goals (2.5)  over  2.60  under  1.45  Total goals (3.5)  over  5.25  under  1.12  Full time result including handicap (0:1)  1  4.80  X  3.30  2  1.75  Full time result including handicap (0:2)  1  11.50  X  6.75  2  1.18  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.75  First to score (0:0)  1  1.80  X  8.00  2  2.55  Correct result  0:0  8.00  1:0  5.25  2:0  10.25  3:0  26.00  0:1  10.50  1:1  6.50  2:1  10.50  3:1  35.00  0:2  19.50  1:2  17.00  2:2  23.00  3:2  72.00  0:3  46.00  1:3  76.00  2:3  150.00  3:3  300.00  other  21.00,Final result  1  2.05  X  3.15  2  4.00  First half  1  2.65  X  2.05  2  4.60  Total goals (1.5)  over  1.50  under  2.35  Total goals (2.5)  over  2.60  under  1.45  Total goals (3.5)  over  5.25  under  1.12  Full time result including handicap (0:1)  1  4.80  X  3.30  2  1.75  Full time result including handicap (0:2)  1  11.50  X  6.75  2  1.18  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.75  First to score (0:0)  1  1.80  X  8.00  2  2.55  Correct result  0:0  8.00  1:0  5.25  2:0  10.25  3:0  26.00  0:1  10.50  1:1  6.50  2:1  10.50  3:1  35.00  0:2  19.50  1:2  17.00  2:2  23.00  3:2  72.00  0:3  46.00  1:3  76.00  2:3  150.00  3:3  300.00  other  21.00,Final result  1  2.05  X  3.15  2  4.00  First half  1  2.65  X  2.05  2  4.60  Total goals (1.5)  over  1.50  under  2.35  Total goals (2.5)  over  2.60  under  1.45  Total goals (3.5)  over  5.25  under  1.12  Full time result including handicap (0:1)  1  4.80  X  3.30  2  1.75  Full time result including handicap (0:2)  1  11.50  X  6.75  2  1.18  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.75  First to score (0:0)  1  1.80  X  8.00  2  2.55  Correct result  0:0  8.00  1:0  5.25  2:0  10.25  3:0  26.00  0:1  10.50  1:1  6.50  2:1  10.50  3:1  35.00  0:2  19.50  1:2  17.00  2:2  23.00  3:2  72.00  0:3  46.00  1:3  76.00  2:3  150.00  3:3  300.00  other  21.00,Final result  1  2.05  X  3.15  2  4.00  First half  1  2.65  X  2.05  2  4.60  Total goals (1.5)  over  1.50  under  2.35  Total goals (2.5)  over  2.60  under  1.45  Total goals (3.5)  over  5.25  under  1.12  Full time result including handicap (0:1)  1  4.80  X  3.30  2  1.75  Full time result including handicap (0:2)  1  11.50  X  6.75  2  1.18  Full time result including handicap (1:0)  1  1.25  X  5.75  2  9.75  First to score (0:0)  1  1.80  X  8.00  2  2.55  Correct result  0:0  8.00  1:0  5.25  2:0  10.25  3:0  26.00  0:1  10.50  1:1  6.50  2:1  10.50  3:1  35.00  0:2  19.50  1:2  17.00  2:2  23.00  3:2  72.00  0:3  46.00  1:3  76.00  2:3  150.00  3:3  300.00  other  21.00
Sun 17:50,VFL MADRID  VFL PARIS,-:-,1.45,5.50,6.00,+40,
Final result  1  1.45  X  5.50  2  6.00  First half  1  1.70  X  3.20  2  5.50  Total goals (2.5)  over  1.30  under  3.10  Total goals (3.5)  over  1.85  under  1.85  Total goals (4.5)  over  3.15  under  1.30  Full time result including handicap (0:1)  1  2.15  X  3.75  2  2.85  Full time result including handicap (0:2)  1  3.60  X  4.90  2  1.65  Full time result including handicap (1:0)  1  1.14  X  8.25  2  13.00  First to score (0:0)  1  1.35  X  43.00  2  3.00  Correct result  0:0  43.00  1:0  13.75  2:0  12.25  3:0  13.25  0:1  31.00  1:1  14.00  2:1  8.50  3:1  11.50  0:2  44.00  1:2  22.00  2:2  13.50  3:2  15.25  0:3  250.00  1:3  50.00  2:3  47.00  3:3  78.00  other  3.95,Final result  1  1.45  X  5.50  2  6.00  First half  1  1.70  X  3.20  2  5.50  Total goals (2.5)  over  1.30  under  3.10  Total goals (3.5)  over  1.85  under  1.85  Total goals (4.5)  over  3.15  under  1.30  Full time result including handicap (0:1)  1  2.15  X  3.75  2  2.85  Full time result including handicap (0:2)  1  3.60  X  4.90  2  1.65  Full time result including handicap (1:0)  1  1.14  X  8.25  2  13.00  First to score (0:0)  1  1.35  X  43.00  2  3.00  Correct result  0:0  43.00  1:0  13.75  2:0  12.25  3:0  13.25  0:1  31.00  1:1  14.00  2:1  8.50  3:1  11.50  0:2  44.00  1:2  22.00  2:2  13.50  3:2  15.25  0:3  250.00  1:3  50.00  2:3  47.00  3:3  78.00  other  3.95,Final result  1  1.45  X  5.50  2  6.00  First half  1  1.70  X  3.20  2  5.50  Total goals (2.5)  over  1.30  under  3.10  Total goals (3.5)  over  1.85  under  1.85  Total goals (4.5)  over  3.15  under  1.30  Full time result including handicap (0:1)  1  2.15  X  3.75  2  2.85  Full time result including handicap (0:2)  1  3.60  X  4.90  2  1.65  Full time result including handicap (1:0)  1  1.14  X  8.25  2  13.00  First to score (0:0)  1  1.35  X  43.00  2  3.00  Correct result  0:0  43.00  1:0  13.75  2:0  12.25  3:0  13.25  0:1  31.00  1:1  14.00  2:1  8.50  3:1  11.50  0:2  44.00  1:2  22.00  2:2  13.50  3:2  15.25  0:3  250.00  1:3  50.00  2:3  47.00  3:3  78.00  other  3.95,Final result  1  1.45  X  5.50  2  6.00  First half  1  1.70  X  3.20  2  5.50  Total goals (2.5)  over  1.30  under  3.10  Total goals (3.5)  over  1.85  under  1.85  Total goals (4.5)  over  3.15  under  1.30  Full time result including handicap (0:1)  1  2.15  X  3.75  2  2.85  Full time result including handicap (0:2)  1  3.60  X  4.90  2  1.65  Full time result including handicap (1:0)  1  1.14  X  8.25  2  13.00  First to score (0:0)  1  1.35  X  43.00  2  3.00  Correct result  0:0  43.00  1:0  13.75  2:0  12.25  3:0  13.25  0:1  31.00  1:1  14.00  2:1  8.50  3:1  11.50  0:2  44.00  1:2  22.00  2:2  13.50  3:2  15.25  0:3  250.00  1:3  50.00  2:3  47.00  3:3  78.00  other  3.95,Final result  1  1.45  X  5.50  2  6.00  First half  1  1.70  X  3.20  2  5.50  Total goals (2.5)  over  1.30  under  3.10  Total goals (3.5)  over  1.85  under  1.85  Total goals (4.5)  over  3.15  under  1.30  Full time result including handicap (0:1)  1  2.15  X  3.75  2  2.85  Full time result including handicap (0:2)  1  3.60  X  4.90  2  1.65  Full time result including handicap (1:0)  1  1.14  X  8.25  2  13.00  First to score (0:0)  1  1.35  X  43.00  2  3.00  Correct result  0:0  43.00  1:0  13.75  2:0  12.25  3:0  13.25  0:1  31.00  1:1  14.00  2:1  8.50  3:1  11.50  0:2  44.00  1:2  22.00  2:2  13.50  3:2  15.25  0:3  250.00  1:3  50.00  2:3  47.00  3:3  78.00  other  3.95,Final result  1  1.45  X  5.50  2  6.00  First half  1  1.70  X  3.20  2  5.50  Total goals (2.5)  over  1.30  under  3.10  Total goals (3.5)  over  1.85  under  1.85  Total goals (4.5)  over  3.15  under  1.30  Full time result including handicap (0:1)  1  2.15  X  3.75  2  2.85  Full time result including handicap (0:2)  1  3.60  X  4.90  2  1.65  Full time result including handicap (1:0)  1  1.14  X  8.25  2  13.00  First to score (0:0)  1  1.35  X  43.00  2  3.00  Correct result  0:0  43.00  1:0  13.75  2:0  12.25  3:0  13.25  0:1  31.00  1:1  14.00  2:1  8.50  3:1  11.50  0:2  44.00  1:2  22.00  2:2  13.50  3:2  15.25  0:3  250.00  1:3  50.00  2:3  47.00  3:3  78.00  other  3.95,Final result  1  1.45  X  5.50  2  6.00  First half  1  1.70  X  3.20  2  5.50  Total goals (2.5)  over  1.30  under  3.10  Total goals (3.5)  over  1.85  under  1.85  Total goals (4.5)  over  3.15  under  1.30  Full time result including handicap (0:1)  1  2.15  X  3.75  2  2.85  Full time result including handicap (0:2)  1  3.60  X  4.90  2  1.65  Full time result including handicap (1:0)  1  1.14  X  8.25  2  13.00  First to score (0:0)  1  1.35  X  43.00  2  3.00  Correct result  0:0  43.00  1:0  13.75  2:0  12.25  3:0  13.25  0:1  31.00  1:1  14.00  2:1  8.50  3:1  11.50  0:2  44.00  1:2  22.00  2:2  13.50  3:2  15.25  0:3  250.00  1:3  50.00  2:3  47.00  3:3  78.00  other  3.95,Final result  1  1.45  X  5.50  2  6.00  First half  1  1.70  X  3.20  2  5.50  Total goals (2.5)  over  1.30  under  3.10  Total goals (3.5)  over  1.85  under  1.85  Total goals (4.5)  over  3.15  under  1.30  Full time result including handicap (0:1)  1  2.15  X  3.75  2  2.85  Full time result including handicap (0:2)  1  3.60  X  4.90  2  1.65  Full time result including handicap (1:0)  1  1.14  X  8.25  2  13.00  First to score (0:0)  1  1.35  X  43.00  2  3.00  Correct result  0:0  43.00  1:0  13.75  2:0  12.25  3:0  13.25  0:1  31.00  1:1  14.00  2:1  8.50  3:1  11.50  0:2  44.00  1:2  22.00  2:2  13.50  3:2  15.25  0:3  250.00  1:3  50.00  2:3  47.00  3:3  78.00  other  3.95
Sun 17:50,VFL AMSTERDAM  VFL ATHENS,-:-,1.40,5.50,6.50,+40,
