1,0,VFL Rome,1,1,0,0,3,:,0,3,3,,Season 61889
2,0,VFL Stockholm,1,1,0,0,4,:,2,2,3,,Season 61889
3,0,VFL Copenhagen,1,1,0,0,2,:,0,2,3,,Season 61889
3,0,VFL London,1,1,0,0,2,:,0,2,3,,Season 61889
5,0,VFL Amsterdam,1,1,0,0,1,:,0,1,3,,Season 61889
5,0,VFL Athens,1,1,0,0,1,:,0,1,3,,Season 61889
7,0,VFL Berlin,1,0,1,0,2,:,2,0,1,,Season 61889
7,0,VFL Oslo,1,0,1,0,2,:,2,0,1,,Season 61889
9,0,VFL Madrid,1,0,1,0,1,:,1,0,1,,Season 61889
9,0,VFL Paris,1,0,1,0,1,:,1,0,1,,Season 61889
11,0,VFL Ankara,1,0,0,1,0,:,1,-1,0,,Season 61889
11,0,VFL Edinburgh,1,0,0,1,0,:,1,-1,0,,Season 61889
13,0,VFL Bern,1,0,0,1,2,:,4,-2,0,,Season 61889
14,0,VFL Vienna,1,0,0,1,0,:,2,-2,0,,Season 61889
14,0,VFL Brussels,1,0,0,1,0,:,2,-2,0,,Season 61889
16,0,VFL Lisbon,1,0,0,1,0,:,3,-3,0,,Season 61889
1,-1,VFL London,2,2,0,0,6,:,1,5,6,,Season 61889
2,1,VFL Rome,2,2,0,0,5,:,1,4,6,,Season 61889
3,1,VFL Stockholm,2,2,0,0,5,:,2,3,6,,Season 61889
4,-1,VFL Berlin,2,1,1,0,5,:,2,3,4,,Season 61889
5,0,VFL Athens,2,1,1,0,2,:,1,1,4,,Season 61889
6,1,VFL Copenhagen,2,1,0,1,2,:,1,1,3,,Season 61889
7,-1,VFL Vienna,2,1,0,1,1,:,2,-1,3,,Season 61889
8,1,VFL Amsterdam,2,1,0,1,1,:,3,-2,3,,Season 61889
9,1,VFL Oslo,2,0,2,0,3,:,3,0,2,,Season 61889
10,1,VFL Madrid,2,0,2,0,2,:,2,0,2,,Season 61889
10,1,VFL Paris,2,0,2,0,2,:,2,0,2,,Season 61889
12,-1,VFL Brussels,2,0,1,1,1,:,3,-2,1,,Season 61889
13,-1,VFL Lisbon,2,0,1,1,1,:,4,-3,1,,Season 61889
14,1,VFL Ankara,2,0,0,2,1,:,3,-2,0,,Season 61889
15,1,VFL Edinburgh,2,0,0,2,0,:,2,-2,0,,Season 61889
16,1,VFL Bern,2,0,0,2,3,:,8,-5,0,,Season 61889
1,0,VFL London,3,3,0,0,8,:,2,6,9,,Season 61889
1,-1,VFL Rome,3,3,0,0,8,:,2,6,9,,Season 61889
3,-1,VFL Berlin,3,2,1,0,8,:,2,6,7,,Season 61889
4,1,VFL Stockholm,3,2,0,1,5,:,5,0,6,,Season 61889
5,-1,VFL Vienna,3,2,0,1,4,:,4,0,6,,Season 61889
6,-1,VFL Amsterdam,3,2,0,1,2,:,3,-1,6,,Season 61889
7,-1,VFL Madrid,3,1,2,0,4,:,2,2,5,,Season 61889
8,1,VFL Athens,3,1,1,1,4,:,4,0,4,,Season 61889
9,0,VFL Oslo,3,0,3,0,5,:,5,0,3,,Season 61889
10,1,VFL Copenhagen,3,1,0,2,3,:,3,0,3,,Season 61889
11,1,VFL Paris,3,0,2,1,2,:,3,-1,2,,Season 61889
12,-1,VFL Lisbon,3,0,2,1,3,:,6,-3,2,,Season 61889
13,-1,VFL Edinburgh,3,0,1,2,2,:,4,-2,1,,Season 61889
14,1,VFL Brussels,3,0,1,2,2,:,6,-4,1,,Season 61889
15,-1,VFL Bern,3,0,1,2,5,:,10,-5,1,,Season 61889
16,1,VFL Ankara,3,0,0,3,1,:,5,-4,0,,Season 61889
1,0,VFL London,4,3,1,0,8,:,2,6,10,,Season 61889
1,0,VFL Rome,4,3,1,0,8,:,2,6,10,,Season 61889
3,0,VFL Berlin,4,2,1,1,9,:,4,5,7,,Season 61889
4,0,VFL Stockholm,4,2,1,1,6,:,6,0,7,,Season 61889
5,0,VFL Vienna,4,2,1,1,4,:,4,0,7,,Season 61889
6,-1,VFL Oslo,4,1,3,0,7,:,5,2,6,,Season 61889
7,-1,VFL Copenhagen,4,2,0,2,5,:,4,1,6,,Season 61889
8,1,VFL Amsterdam,4,2,0,2,2,:,5,-3,6,,Season 61889
9,1,VFL Madrid,4,1,2,1,4,:,3,1,5,,Season 61889
10,1,VFL Athens,4,1,2,1,4,:,4,0,5,,Season 61889
11,-1,VFL Lisbon,4,1,2,1,5,:,6,-1,5,,Season 61889
12,-1,VFL Edinburgh,4,1,1,2,4,:,5,-1,4,,Season 61889
13,-1,VFL Brussels,4,1,1,2,3,:,6,-3,4,,Season 61889
14,1,VFL Paris,4,0,3,1,3,:,4,-1,3,,Season 61889
15,0,VFL Bern,4,0,1,3,6,:,12,-6,1,,Season 61889
16,0,VFL Ankara,4,0,0,4,1,:,7,-6,0,,Season 61889
1,0,VFL London,5,4,1,0,9,:,2,7,13,,Season 61889
2,1,VFL Rome,5,3,1,1,8,:,3,5,10,,Season 61889
3,-1,VFL Stockholm,5,3,1,1,9,:,8,1,10,,Season 61889
4,-1,VFL Oslo,5,2,3,0,11,:,6,5,9,,Season 61889
5,-1,VFL Amsterdam,5,3,0,2,6,:,7,-1,9,,Season 61889
6,1,VFL Berlin,5,2,2,1,10,:,5,5,8,,Season 61889
7,-1,VFL Madrid,5,2,2,1,9,:,4,5,8,,Season 61889
8,-1,VFL Athens,5,2,2,1,6,:,5,1,8,,Season 61889
9,-1,VFL Edinburgh,5,2,1,2,6,:,5,1,7,,Season 61889
10,1,VFL Vienna,5,2,1,2,5,:,9,-4,7,,Season 61889
11,1,VFL Copenhagen,5,2,0,3,6,:,6,0,6,,Season 61889
12,1,VFL Lisbon,5,1,2,2,7,:,9,-2,5,,Season 61889
13,0,VFL Brussels,5,1,1,3,4,:,10,-6,4,,Season 61889
14,0,VFL Paris,5,0,3,2,3,:,6,-3,3,,Season 61889
15,0,VFL Bern,5,0,2,3,7,:,13,-6,2,,Season 61889
16,0,VFL Ankara,5,0,0,5,3,:,11,-8,0,,Season 61889
1,-1,VFL Rome,6,4,1,1,10,:,4,6,13,,Season 61889
2,1,VFL London,6,4,1,1,9,:,5,4,13,,Season 61889
3,-1,VFL Berlin,6,3,2,1,14,:,6,8,11,,Season 61889
4,-1,VFL Madrid,6,3,2,1,12,:,4,8,11,,Season 61889
5,1,VFL Oslo,6,2,4,0,11,:,6,5,10,,Season 61889
6,1,VFL Stockholm,6,3,1,2,10,:,10,0,10,,Season 61889
7,1,VFL Amsterdam,6,3,1,2,7,:,8,-1,10,,Season 61889
8,0,VFL Athens,6,2,3,1,6,:,5,1,9,,Season 61889
9,-1,VFL Lisbon,6,2,2,2,12,:,10,2,8,,Season 61889
10,0,VFL Vienna,6,2,2,2,5,:,9,-4,8,,Season 61889
11,1,VFL Edinburgh,6,2,1,3,7,:,10,-3,7,,Season 61889
12,1,VFL Copenhagen,6,2,0,4,7,:,8,-1,6,,Season 61889
13,0,VFL Brussels,6,1,2,3,5,:,11,-6,5,,Season 61889
14,-1,VFL Bern,6,0,3,3,7,:,13,-6,3,,Season 61889
15,1,VFL Paris,6,0,3,3,4,:,10,-6,3,,Season 61889
16,0,VFL Ankara,6,1,0,5,5,:,12,-7,3,,Season 61889
1,0,VFL Rome,7,5,1,1,11,:,4,7,16,,Season 61889
2,-1,VFL Berlin,7,4,2,1,15,:,6,9,14,,Season 61889
3,-1,VFL Oslo,7,3,4,0,15,:,7,8,13,,Season 61889
4,-1,VFL Amsterdam,7,4,1,2,10,:,8,2,13,,Season 61889
5,1,VFL London,7,4,1,2,10,:,9,1,13,,Season 61889
6,1,VFL Madrid,7,3,2,2,14,:,7,7,11,,Season 61889
7,1,VFL Stockholm,7,3,1,3,10,:,11,-1,10,,Season 61889
8,-1,VFL Edinburgh,7,3,1,3,9,:,11,-2,10,,Season 61889
9,-1,VFL Copenhagen,7,3,0,4,10,:,10,0,9,,Season 61889
10,1,VFL Athens,7,2,3,2,6,:,6,0,9,,Season 61889
11,1,VFL Lisbon,7,2,2,3,12,:,11,1,8,,Season 61889
12,-1,VFL Brussels,7,2,2,3,6,:,11,-5,8,,Season 61889
13,1,VFL Vienna,7,2,2,3,5,:,12,-7,8,,Season 61889
14,-1,VFL Paris,7,1,3,3,6,:,10,-4,6,,Season 61889
15,1,VFL Bern,7,0,3,4,7,:,15,-8,3,,Season 61889
16,0,VFL Ankara,7,1,0,6,6,:,14,-8,3,,Season 61889
1,0,VFL Rome,8,5,2,1,11,:,4,7,17,,Season 61889
2,-1,VFL Oslo,8,4,4,0,17,:,7,10,16,,Season 61889
3,-1,VFL London,8,5,1,2,13,:,10,3,16,,Season 61889
4,1,VFL Berlin,8,4,3,1,15,:,6,9,15,,Season 61889
5,-1,VFL Madrid,8,4,2,2,16,:,8,8,14,,Season 61889
6,1,VFL Amsterdam,8,4,1,3,11,:,11,0,13,,Season 61889
7,-1,VFL Brussels,8,3,2,3,9,:,11,-2,11,,Season 61889
8,-1,VFL Vienna,8,3,2,3,7,:,13,-6,11,,Season 61889
9,1,VFL Stockholm,8,3,1,4,11,:,13,-2,10,,Season 61889
10,1,VFL Edinburgh,8,3,1,4,9,:,14,-5,10,,Season 61889
11,0,VFL Lisbon,8,2,3,3,14,:,13,1,9,,Season 61889
12,1,VFL Athens,8,2,3,3,7,:,8,-1,9,,Season 61889
13,1,VFL Copenhagen,8,3,0,5,10,:,12,-2,9,,Season 61889
14,0,VFL Paris,8,1,4,3,8,:,12,-4,7,,Season 61889
15,0,VFL Bern,8,0,4,4,7,:,15,-8,4,,Season 61889
16,0,VFL Ankara,8,1,1,6,6,:,14,-8,4,,Season 61889
1,-1,VFL Oslo,9,5,4,0,21,:,9,12,19,,Season 61889
2,-1,VFL London,9,6,1,2,14,:,10,4,19,,Season 61889
3,-1,VFL Madrid,9,5,2,2,18,:,9,9,17,,Season 61889
4,1,VFL Rome,9,5,2,2,12,:,6,6,17,,Season 61889
5,1,VFL Berlin,9,4,3,2,15,:,7,8,15,,Season 61889
6,-1,VFL Brussels,9,4,2,3,10,:,11,-1,14,,Season 61889
7,1,VFL Amsterdam,9,4,1,4,12,:,13,-1,13,,Season 61889
8,-1,VFL Edinburgh,9,4,1,4,11,:,14,-3,13,,Season 61889
9,-1,VFL Copenhagen,9,4,0,5,12,:,13,-1,12,,Season 61889
10,1,VFL Vienna,9,3,2,4,7,:,15,-8,11,,Season 61889
11,1,VFL Stockholm,9,3,1,5,11,:,14,-3,10,,Season 61889
12,1,VFL Lisbon,9,2,3,4,14,:,14,0,9,,Season 61889
13,1,VFL Athens,9,2,3,4,9,:,12,-3,9,,Season 61889
14,0,VFL Paris,9,1,5,3,10,:,14,-4,8,,Season 61889
15,0,VFL Bern,9,1,4,4,8,:,15,-7,7,,Season 61889
16,0,VFL Ankara,9,1,2,6,8,:,16,-8,5,,Season 61889
1,0,VFL Oslo,10,6,4,0,24,:,11,13,22,,Season 61889
2,0,VFL London,10,7,1,2,17,:,10,7,22,,Season 61889
3,0,VFL Madrid,10,6,2,2,19,:,9,10,20,,Season 61889
4,0,VFL Rome,10,5,2,3,14,:,9,5,17,,Season 61889
5,-1,VFL Brussels,10,5,2,3,12,:,12,0,17,,Season 61889
6,1,VFL Berlin,10,4,4,2,16,:,8,8,16,,Season 61889
7,0,VFL Amsterdam,10,4,2,4,12,:,13,-1,14,,Season 61889
8,-1,VFL Copenhagen,10,4,1,5,13,:,14,-1,13,,Season 61889
9,1,VFL Edinburgh,10,4,1,5,11,:,17,-6,13,,Season 61889
10,-1,VFL Lisbon,10,3,3,4,15,:,14,1,12,,Season 61889
11,1,VFL Vienna,10,3,3,4,8,:,16,-8,12,,Season 61889
12,1,VFL Stockholm,10,3,2,5,12,:,15,-3,11,,Season 61889
13,0,VFL Athens,10,2,4,4,9,:,12,-3,10,,Season 61889
