1,0,VFL Oslo,1,1,0,0,4,0,4,3,Season 61541
2,0,VFL Rome,1,1,0,0,5,2,3,3,Season 61541
3,0,VFL Berlin,1,1,0,0,3,0,3,3,Season 61541
4,0,VFL Madrid,1,1,0,0,2,0,2,3,Season 61541
5,0,VFL Paris,1,1,0,0,2,1,1,3,Season 61541
6,0,VFL Vienna,1,1,0,0,1,0,1,3,Season 61541
6,0,VFL Brussels,1,1,0,0,1,0,1,3,Season 61541
8,0,VFL Ankara,1,0,1,0,0,0,0,1,Season 61541
8,0,VFL Edinburgh,1,0,1,0,0,0,0,1,Season 61541
10,0,VFL Copenhagen,1,0,0,1,1,2,-1,0,Season 61541
11,0,VFL Athens,1,0,0,1,0,1,-1,0,Season 61541
11,0,VFL London,1,0,0,1,0,1,-1,0,Season 61541
13,0,VFL Amsterdam,1,0,0,1,0,2,-2,0,Season 61541
14,0,VFL Stockholm,1,0,0,1,2,5,-3,0,Season 61541
15,0,VFL Bern,1,0,0,1,0,3,-3,0,Season 61541
16,0,VFL Lisbon,1,0,0,1,0,4,-4,0,Season 61541
1,-1,VFL Rome,2,2,0,0,6,2,4,6,Season 61541
2,1,VFL Oslo,2,1,1,0,6,2,4,4,Season 61541
3,-1,VFL Paris,2,1,1,0,4,3,1,4,Season 61541
4,-1,VFL Edinburgh,2,1,1,0,1,0,1,4,Season 61541
5,-1,VFL London,2,1,0,1,4,2,2,3,Season 61541
6,1,VFL Berlin,2,1,0,1,3,1,2,3,Season 61541
7,1,VFL Madrid,2,1,0,1,2,1,1,3,Season 61541
8,1,VFL Vienna,2,1,0,1,1,1,0,3,Season 61541
8,1,VFL Brussels,2,1,0,1,1,1,0,3,Season 61541
10,-1,VFL Bern,2,1,0,1,1,3,-2,3,Season 61541
11,-1,VFL Lisbon,2,1,0,1,1,4,-3,3,Season 61541
12,1,VFL Ankara,2,0,2,0,0,0,0,2,Season 61541
13,1,VFL Athens,2,0,1,1,1,2,-1,1,Season 61541
13,1,VFL Copenhagen,2,0,1,1,1,2,-1,1,Season 61541
15,1,VFL Amsterdam,2,0,1,1,1,3,-2,1,Season 61541
16,1,VFL Stockholm,2,0,0,2,3,9,-6,0,Season 61541
1,0,VFL Rome,3,3,0,0,8,3,5,9,Season 61541
2,-1,VFL Paris,3,2,1,0,6,4,2,7,Season 61541
3,-1,VFL Berlin,3,2,0,1,7,1,6,6,Season 61541
4,-1,VFL Brussels,3,2,0,1,4,3,1,6,Season 61541
5,-1,VFL Lisbon,3,2,0,1,2,4,-2,6,Season 61541
6,1,VFL Oslo,3,1,2,0,6,2,4,5,Season 61541
7,1,VFL Edinburgh,3,1,2,0,1,0,1,5,Season 61541
8,-1,VFL Amsterdam,3,1,1,1,3,3,0,4,Season 61541
9,1,VFL Madrid,3,1,0,2,3,3,0,3,Season 61541
10,-1,VFL Ankara,3,0,3,0,0,0,0,3,Season 61541
11,1,VFL Vienna,3,1,0,2,2,3,-1,3,Season 61541
12,1,VFL London,3,1,0,2,4,6,-2,3,Season 61541
13,1,VFL Bern,3,1,0,2,1,5,-4,3,Season 61541
14,1,VFL Copenhagen,3,0,2,1,1,2,-1,2,Season 61541
15,1,VFL Athens,3,0,1,2,1,3,-2,1,Season 61541
16,0,VFL Stockholm,3,0,0,3,5,12,-7,0,Season 61541
1,0,VFL Lisbon,1,1,0,0,4,0,4,3,Season 61540
2,0,VFL Copenhagen,1,1,0,0,3,0,3,3,Season 61540
3,0,VFL Rome,1,1,0,0,3,2,1,3,Season 61540
4,0,VFL Berlin,1,1,0,0,2,1,1,3,Season 61540
5,0,VFL Ankara,1,1,0,0,1,0,1,3,Season 61540
5,0,VFL Madrid,1,1,0,0,1,0,1,3,Season 61540
7,0,VFL Oslo,1,0,1,0,2,2,0,1,Season 61540
7,0,VFL Paris,1,0,1,0,2,2,0,1,Season 61540
9,0,VFL Edinburgh,1,0,1,0,1,1,0,1,Season 61540
9,0,VFL Vienna,1,0,1,0,1,1,0,1,Season 61540
11,0,VFL Bern,1,0,0,1,2,3,-1,0,Season 61540
12,0,VFL Brussels,1,0,0,1,1,2,-1,0,Season 61540
13,0,VFL Amsterdam,1,0,0,1,0,1,-1,0,Season 61540
13,0,VFL Athens,1,0,0,1,0,1,-1,0,Season 61540
15,0,VFL Stockholm,1,0,0,1,0,3,-3,0,Season 61540
16,0,VFL London,1,0,0,1,0,4,-4,0,Season 61540
1,-1,VFL Berlin,2,2,0,0,4,1,3,6,Season 61540
2,-1,VFL Madrid,2,2,0,0,3,1,2,6,Season 61540
3,-1,VFL Oslo,2,1,1,0,4,2,2,4,Season 61540
4,-1,VFL Paris,2,1,1,0,3,2,1,4,Season 61540
5,0,VFL Ankara,2,1,1,0,2,1,1,4,Season 61540
