1,0,VFL Stockholm,1,1,0,0,6,0,6,3,Season 61680
2,0,VFL Rome,1,1,0,0,4,1,3,3,Season 61680
3,0,VFL Oslo,1,1,0,0,3,1,2,3,Season 61680
4,0,VFL Copenhagen,1,1,0,0,3,2,1,3,Season 61680
5,0,VFL Madrid,1,1,0,0,2,1,1,3,Season 61680
5,0,VFL Brussels,1,1,0,0,2,1,1,3,Season 61680
7,0,VFL Amsterdam,1,1,0,0,1,0,1,3,Season 61680
7,0,VFL Lisbon,1,1,0,0,1,0,1,3,Season 61680
9,0,VFL Berlin,1,0,0,1,2,3,-1,0,Season 61680
10,0,VFL London,1,0,0,1,1,2,-1,0,Season 61680
10,0,VFL Paris,1,0,0,1,1,2,-1,0,Season 61680
12,0,VFL Athens,1,0,0,1,0,1,-1,0,Season 61680
12,0,VFL Vienna,1,0,0,1,0,1,-1,0,Season 61680
14,0,VFL Ankara,1,0,0,1,1,3,-2,0,Season 61680
15,0,VFL Edinburgh,1,0,0,1,1,4,-3,0,Season 61680
16,0,VFL Bern,1,0,0,1,0,6,-6,0,Season 61680
1,-1,VFL Rome,2,2,0,0,7,1,6,6,Season 61680
2,-1,VFL Copenhagen,2,2,0,0,6,4,2,6,Season 61680
3,-1,VFL Lisbon,2,2,0,0,3,1,2,6,Season 61680
4,-1,VFL Amsterdam,2,2,0,0,2,0,2,6,Season 61680
5,0,VFL Brussels,2,1,1,0,3,2,1,4,Season 61680
6,1,VFL Madrid,2,1,1,0,2,1,1,4,Season 61680
7,1,VFL Stockholm,2,1,0,1,6,1,5,3,Season 61680
8,1,VFL Oslo,2,1,0,1,4,3,1,3,Season 61680
9,-1,VFL Bern,2,1,0,1,3,8,-5,3,Season 61680
10,1,VFL Berlin,2,0,1,1,2,3,-1,1,Season 61680
11,-1,VFL Athens,2,0,1,1,1,2,-1,1,Season 61680
12,0,VFL Vienna,2,0,1,1,0,1,-1,1,Season 61680
13,-1,VFL Ankara,2,0,1,1,1,3,-2,1,Season 61680
14,1,VFL Paris,2,0,0,2,3,5,-2,0,Season 61680
15,0,VFL Edinburgh,2,0,0,2,3,7,-4,0,Season 61680
16,1,VFL London,2,0,0,2,1,5,-4,0,Season 61680
1,-1,VFL Lisbon,3,3,0,0,5,2,3,9,Season 61680
2,1,VFL Rome,3,2,1,0,10,4,6,7,Season 61680
3,1,VFL Copenhagen,3,2,1,0,7,5,2,7,Season 61680
4,-1,VFL Oslo,3,2,0,1,5,3,2,6,Season 61680
5,1,VFL Amsterdam,3,2,0,1,3,2,1,6,Season 61680
6,-1,VFL Stockholm,3,1,1,1,6,1,5,4,Season 61680
7,-1,VFL Ankara,3,1,1,1,3,3,0,4,Season 61680
7,1,VFL Madrid,3,1,1,1,3,3,0,4,Season 61680
7,1,VFL Brussels,3,1,1,1,3,3,0,4,Season 61680
10,-1,VFL Paris,3,1,0,2,5,6,-1,3,Season 61680
11,-1,VFL London,3,1,0,2,3,6,-3,3,Season 61680
12,1,VFL Bern,3,1,0,2,3,10,-7,3,Season 61680
13,1,VFL Athens,3,0,2,1,4,5,-1,2,Season 61680
14,1,VFL Berlin,3,0,2,1,2,3,-1,2,Season 61680
15,1,VFL Vienna,3,0,2,1,1,2,-1,2,Season 61680
16,1,VFL Edinburgh,3,0,0,3,4,9,-5,0,Season 61680
1,0,VFL Lisbon,4,4,0,0,8,2,6,12,Season 61680
2,-1,VFL Oslo,4,3,0,1,6,3,3,9,Season 61680
3,-1,VFL Amsterdam,4,3,0,1,4,2,2,9,Season 61680
4,-1,VFL Stockholm,4,2,1,1,8,1,7,7,Season 61680
5,1,VFL Rome,4,2,1,1,10,5,5,7,Season 61680
6,-1,VFL Madrid,4,2,1,1,5,4,1,7,Season 61680
7,1,VFL Copenhagen,4,2,1,1,7,7,0,7,Season 61680
8,-1,VFL Paris,4,2,0,2,7,6,1,6,Season 61680
9,-1,VFL London,4,2,0,2,5,6,-1,6,Season 61680
10,-1,VFL Vienna,4,1,2,1,2,2,0,5,Season 61680
11,1,VFL Brussels,4,1,1,2,4,5,-1,4,Season 61680
12,1,VFL Ankara,4,1,1,2,3,4,-1,4,Season 61680
13,1,VFL Bern,4,1,0,3,3,13,-10,3,Season 61680
14,1,VFL Athens,4,0,2,2,4,7,-3,2,Season 61680
15,1,VFL Berlin,4,0,2,2,2,5,-3,2,Season 61680
16,0,VFL Edinburgh,4,0,0,4,4,10,-6,0,Season 61680
1,0,VFL Lisbon,5,5,0,0,10,2,8,15,Season 61680
2,0,VFL Oslo,5,4,0,1,7,3,4,12,Season 61680
3,-1,VFL Stockholm,5,3,1,1,9,1,8,10,Season 61680
4,-1,VFL Rome,5,3,1,1,13,7,6,10,Season 61680
5,1,VFL Amsterdam,5,3,0,2,4,4,0,9,Season 61680
6,-1,VFL Copenhagen,5,2,2,1,8,8,0,8,Season 61680
7,-1,VFL Paris,5,2,1,2,8,7,1,7,Season 61680
8,1,VFL Madrid,5,2,1,2,7,7,0,7,Season 61680
9,0,VFL London,5,2,0,3,5,7,-2,6,Season 61680
10,-1,VFL Bern,5,2,0,3,5,13,-8,6,Season 61680
11,1,VFL Vienna,5,1,2,2,2,3,-1,5,Season 61680
12,-1,VFL Berlin,5,1,2,2,3,5,-2,5,Season 61680
13,1,VFL Ankara,5,1,1,3,3,5,-2,4,Season 61680
14,1,VFL Brussels,5,1,1,3,4,7,-3,4,Season 61680
15,-1,VFL Edinburgh,5,1,0,4,7,11,-4,3,Season 61680
16,1,VFL Athens,5,0,2,3,5,10,-5,2,Season 61680
1,0,VFL Lisbon,6,5,0,1,12,5,7,15,Season 61680
2,0,VFL Oslo,6,5,0,1,10,4,6,15,Season 61680
3,-1,VFL Amsterdam,6,4,0,2,6,5,1,12,Season 61680
4,0,VFL Rome,6,3,2,1,13,7,6,11,Season 61680
5,1,VFL Stockholm,6,3,1,2,9,3,6,10,Season 61680
6,-1,VFL Madrid,6,3,1,2,10,9,1,10,Season 61680
7,1,VFL Copenhagen,6,2,3,1,8,8,0,9,Season 61680
8,1,VFL Paris,6,2,2,2,9,8,1,8,Season 61680
9,-1,VFL Berlin,6,2,2,2,6,7,-1,8,Season 61680
10,0,VFL Bern,6,2,1,3,5,13,-8,7,Season 61680
11,0,VFL Vienna,6,1,3,2,3,4,-1,6,Season 61680
